main,parent,name,supporting,authors,related,location,serving,policy,event,title,text,description,link,image,type,status,platform,section,sector,industry,market,focus,projects,tech,working group,date,github,twitter,youtube,list,feed,discord,crunchbase,linkedin,docs,devtools,app,telegram,forum
W3C,W3C,,https://www.w3.org/2011/identity-ws/papers.html,"RL ""Bob"" Morgan","University of Washington, InCommon",,,,,Browser support for identity federation with many identity providers,,,https://www.w3.org/2011/identity-ws/papers/idbrowser2011_submission_29.pdf,,Paper,,,ID in the Browser 2011,,,,,,,,2011,,,,,,,,,,,,,
W3C,W3C,,https://www.w3.org/2011/identity-ws/papers.html,"Yutaka Oiwa, Tatsuya Hayashi, Boku Kihara",AIST,,,,,Reparing HTTP authentication for Web security,,,https://www.w3.org/2011/identity-ws/papers/idbrowser2011_submission_36.pdf,,Paper,,,ID in the Browser 2011,,,,,,,,2011,,,,,,,,,,,,,
W3C,W3C,,https://www.w3.org/2011/identity-ws/papers.html,Mike Perry,The Tor Project,,,,,Bridging the Disconnect Between Web Privacy and User Perception,,,https://www.w3.org/2011/identity-ws/papers/idbrowser2011_submission_38.pdf,,Paper,,,ID in the Browser 2011,,,,,,,,2011,,,,,,,,,,,,,
W3C,W3C,,https://www.w3.org/2011/identity-ws/papers.html,Yngve Pettersen,Opera Software ASA,,,,,Improving password managers and multidevice synchronization,,,https://www.w3.org/2011/identity-ws/papers/idbrowser2011_submission_47.pdf,,Paper,,,ID in the Browser 2011,,,,,,,,2011,,,,,,,,,,,,,
W3C,W3C,,https://www.w3.org/2011/identity-ws/papers.html,Anders Rundgren,PrimeKey Solutions AB,,,,,Two-factor Authentication for the Cloud,,,https://www.w3.org/2011/identity-ws/papers/idbrowser2011_submission_11.pdf,,Paper,,,ID in the Browser 2011,,,,,,,,2011,,,,,,,,,,,,,
W3C,W3C,,https://www.w3.org/2011/identity-ws/papers.html,"Jeff Sayre, Henry Story",,,,,,The WebID Protocol & Browsers,,,https://www.w3.org/2011/identity-ws/papers/idbrowser2011_submission_22/webid.html,,Paper,,,ID in the Browser 2011,,,,,,,,2011,,,,,,,,,,,,,
W3C,W3C,,https://www.w3.org/2011/identity-ws/papers.html,Stephen Schultze,Princeton University,,,,,"Thoughts on Trust Infrastructure, User Interface, and Legal Issues",,,https://www.w3.org/2011/identity-ws/papers/idbrowser2011_submission_50.pdf,,Paper,,,ID in the Browser 2011,,,,,,,,2011,,,,,,,,,,,,,
W3C,W3C,,https://www.w3.org/2011/identity-ws/papers.html,Dan Schutzer,Financial Services Roundtable/BITS,,,,,Statement of Interest and Requirements for W3C Workshop on Identity in the Browser,,,https://www.w3.org/2011/identity-ws/papers/idbrowser2011_submission_33.pdf,,Paper,,,ID in the Browser 2011,,,,,,,,2011,,,,,,,,,,,,,
W3C,W3C,,https://www.w3.org/2011/identity-ws/papers.html,David Singer,Apple,,,,,Do you know who I am?,,,https://www.w3.org/2011/identity-ws/papers/idbrowser2011_submission_51.pdf,,Paper,,,ID in the Browser 2011,,,,,,,,2011,,,,,,,,,,,,,
W3C,W3C,,https://www.w3.org/2011/identity-ws/papers.html,"Thomas J. Smedinghoff, Wildman Harrold",Allen & Dixon,,,,,Building the Legal Framework for Browser-Enabled Identity,,,https://www.w3.org/2011/identity-ws/papers/idbrowser2011_submission_39.pdf,,Paper,,,ID in the Browser 2011,,,,,,,,2011,,,,,,,,,,,,,
W3C,W3C,,https://www.w3.org/2011/identity-ws/papers.html,"Manu Sporny, David Longley, David I. Lehn, Mike Johnson",Digital Bazaar,,,,,A WebID Implementation in Pure JavaScript and Flash,,,https://www.w3.org/2011/identity-ws/papers/idbrowser2011_submission_7.pdf,,Paper,,,ID in the Browser 2011,,,,,,,,2011,,,,,,,,,,,,,
W3C,W3C,,https://www.w3.org/2011/identity-ws/papers.html,"Andy Steingruebl, Jeff Hodges",PayPal,,,,,Identity in the Browser: Putting the Cart Before the Horse,,,https://www.w3.org/2011/identity-ws/papers/idbrowser2011_submission_55.pdf,,Paper,,,ID in the Browser 2011,,,,,,,,2011,,,,,,,,,,,,,
W3C,W3C,,https://www.w3.org/2011/identity-ws/papers.html,"Olivier Thereaux, Mo McRoberts, Richard Northover",British Broadcasting Corporation,,,,,A usable identity management system for the Digital Public Space,,,https://www.w3.org/2011/identity-ws/papers/idbrowser2011_submission_17.html,,Paper,,,ID in the Browser 2011,,,,,,,,2011,,,,,,,,,,,,,
W3C,W3C,,https://www.w3.org/2011/identity-ws/papers.html,Don Thibeau,"OpenID Foundation, OIX",,,,,On OIX and NSTIC,,,https://www.w3.org/2011/identity-ws/papers/idbrowser2011_submission_53.pdf,,Paper,,,ID in the Browser 2011,,,,,,,,2011,,,,,,,,,,,,,
W3C,W3C,,https://www.w3.org/2011/identity-ws/papers.html,John Tolbert,The Boeing Company,,,,,Digital Identity in Perspective,,,https://www.w3.org/2011/identity-ws/papers/idbrowser2011_submission_57.pdf,,Paper,,,ID in the Browser 2011,,,,,,,,2011,,,,,,,,,,,,,
W3C,W3C,,https://www.w3.org/2011/identity-ws/papers.html,Paul Trevithick,Azigo,,,,,Identity In The Browser at 5. Lessons Learned,,,https://www.w3.org/2011/identity-ws/papers/idbrowser2011_submission_41.html,,Paper,,,ID in the Browser 2011,,,,,,,,2011,,,,,,,,,,,,,
W3C,W3C,,https://www.w3.org/2011/identity-ws/papers.html,"Hannes Tschofenig, Barry Leiba, Blaine Cook, Rob van Eijk",,,,,,Browser Support for the Open Authorization (OAuth) Protocol,,,https://www.w3.org/2011/identity-ws/papers/idbrowser2011_submission_32.pdf,,Paper,,,ID in the Browser 2011,,,,,,,,2011,,,,,,,,,,,,,
W3C,W3C,,https://www.w3.org/2011/identity-ws/papers.html,"Sean Turner, Stephen Farrell, Peter Saint-Andre",IETF,,,,,The Need for a Web Security API,,,https://www.w3.org/2011/identity-ws/papers/idbrowser2011_submission_28.pdf,,Paper,,,ID in the Browser 2011,,,,,,,,2011,,,,,,,,,,,,,
W3C,W3C,,https://www.w3.org/2011/identity-ws/papers.html,M. Vanderveen,,,,,,Server Authentication with DNSSEC,,,https://www.w3.org/2011/identity-ws/papers/idbrowser2011_submission_3.pdf,,Paper,,,ID in the Browser 2011,,,,,,,,2011,,,,,,,,,,,,,
W3C,W3C,,https://www.w3.org/2011/identity-ws/papers.html,"Yu Wang, Aanchal Gupta",Yahoo!,,,,,Browser Assisted Identity Management,,,https://www.w3.org/2011/identity-ws/papers/idbrowser2011_submission_15.pdf,,Paper,,,ID in the Browser 2011,,,,,,,,2011,,,,,,,,,,,,,
W3C,W3C,,https://www.w3.org/2011/identity-ws/papers.html,"Mark Watson, Mitch Zollinger, Wesley Miaw",Netflix,,,,,"Position paper from Netflix, Inc.",,,https://www.w3.org/2011/identity-ws/papers/idbrowser2011_submission_23.pdf,,Paper,,,ID in the Browser 2011,,,,,,,,2011,,,,,,,,,,,,,
W3C,W3C,,https://www.w3.org/2011/identity-ws/papers.html,Nicolas Williams,Cryptonector,,,,,"GSS-REST, a Proposed Method for HTTP Application-Layer Authentication",,,https://www.w3.org/2011/identity-ws/papers/idbrowser2011_submission_16.pdf,,Paper,,,ID in the Browser 2011,,,,,,,,2011,,,,,,,,,,,,,
W3C,W3C,,https://www.w3.org/2011/identity-ws/papers.html,Craig H. Wittenberg,Microsoft,,,,,Consumer Third Party Authentication: Challenges and Potential Solutions,,,https://www.w3.org/2011/identity-ws/papers/idbrowser2011_submission_42.pdf,,Paper,,,ID in the Browser 2011,,,,,,,,2011,,,,,,,,,,,,,
JSON-LD,json-ld.org,,,,,,,,,JSON-LD (json-ld.org),"Data is messy and disconnected. JSON-LD organizes and connects it, creating a better Web.",,https://json-ld.org/,,site,,,Main,,,,,,,,,,,,,,,,,,,,,
JSON-LD,json-ld.org,,,,,,,,,JSON-LD Playground (json-ld.org),"The JSON-LD Playground is a web-based JSON-LD viewer and debugger. If you are interested in learning JSON-LD, this tool will be of great help to you. Developers may also use the tool to debug, visualize, and share their JSON-LD markup.",,https://json-ld.org/playground/,,tool,,,Main,,,,,,,,,,,,,,,,,,,,,
JSON-LD,Moz,,,Alexis Sanders,,,,,,JSON-LD for Beginners,"JSON-LD stands for JavaScript Object Notation for Linked Data, which consists of multi-dimensional arrays (think: list of attribute-value pairs). <br><br>It is an implementation format for structuring data analogous to Microdata and RDFa. Typically, in terms of SEO, JSON-LD is implemented leveraging the Schema.org vocabulary","Structured data is a must-have for many sites, but it can be hard to get a handle on the technical considerations. Learn the important basics of JSON-LD and how to ramp up your education as you apply it.",https://moz.com/blog/json-ld-for-beginners,,Post,,,Main,,,,,,,,2017-02-09,,,,,,,,,,,,,
JSON-LD,json-ld.org,,,,,,,,,Why JSON-LD,"JSON-LD is able to accomplish the same thing, but does not require HTML. It can exist in and of itself. In short, JSON-LD can be inserted into your web page without disrupting the current content or HTML.",,https://jsonld.com/why-json-ld/,,Post,,,Main,,,,,,,,2015-09-26,,,,,,,,,,,,,
JSON-LD,Transmute,,,Orie Steele,,,,,,On JSON-LD and the semantics of Identity,"In this post, we’ll explore how JSON-LD is used in a number of contexts including decentralized identity and verifiable credentials. We’ll also cover the basics of what you should know before using JSON-LD and how you can contribute to software and standards that rely on it.",,https://medium.com/transmute-techtalk/on-json-ld-and-the-semantics-of-identity-42d051d3ce14,,Post,,,Main,,,,,,,,2020-01-06,,,,,,,,,,,,,
JSON-LD,DataLanguage,,https://news.ycombinator.com/item?id=17021939,,,,,,,Publishing JSON-LD for Developers,"A case for publishing JSON-LD regardless whether you are working with linked data or RDF, with some simple examples<br><br>JSON-LD has been among us for several years now, its adoption is increasing, but I suspect not as fast as it probably should. JSON-LD arose out of the RDF community, subsequently adopted as a W3C standard, as a pattern for representing RDF and linked data (hence 'LD') as JSON, with a key aim of making RDF much easier to consume for developers.",,https://datalanguage.com/news/publishing-json-ld-for-developers,https://images.datalanguage.com/EHpzmIaNh/mb-jsonld-800.png?w=1200&h=630,Post,,,Main,,,,,,,,2018-04-27,,,,,,,,,,,,,
JSON-LD,sitechecker,,,,,,,,,What Is JSON-LD Markup and Why Is It Better than Schema.org?,"If you understand how to use schema.org, but do not dare to mark pages up because of the complexity of the process, this article is for you. There is an effective and easy-to-use alternative - the JSON-LD format.",,https://sitechecker.pro/json-ld-markup/,,Post,,,Main,,,,,,,,,,,,,,,,,,,,,
JSON-LD,Libre Lounge,,,,,,,,,ActivityPub Part 2,"In our ongoing series about ActivityPub, Chris and Serge explore the world of JSON-LD and the ActivityStreams vocabulary.",,https://librelounge.org/episodes/episode-17-activitypub-part-2.html,,episode,,,Main,,,,,,,,2019-04-19,,,,,,,,,,,,,
JSON-LD,DIF,,,Orie Steel,,,,,,"Mental Models of JSON-LD and what a ""Document Loader"" really does","and terms like ""dereferencing"" that trip up even highly experienced senior developers that show up late to the Linked-Data party and its open-world model (complete with its own security model based on different availability assumptions).","Former Chair Orie Steele (Transmute Industries) was invited to give an ""explain it to me like I'm five"" session about the Document Loader his company donated...",https://www.youtube.com/watch?v=-yUbMDft5O0,,Video,,,Main,,,,,,,,2020-11-09,,,,,,,,,,,,,
JSON-LD,Manu Sporny,,https://news.ycombinator.com/item?id=14474222,Manu Sporny,,,,,,JSON-LD and Why I Hate the Semantic Web,"JSON-LD is a product of consensus. Nobody agrees on everything in there, but it all sticks together pretty well. There being a consensus on consensus is what makes the W3C, IETF, and thus the Web and the Internet work. Through all of the fits and starts, permathreads, pedantry, idealism, and deadlock, the way it brings people together to build this thing we call the Web is beautiful thing.",,https://web.archive.org/web/20190219191153/https://manu.sporny.org/2014/json-ld-origins-2/,,Post,,,Main,,,,,,,,2014-01-21,,,,,,,,,,,,,
JSON-LD,Personal,,https://json-ld.org/learn.html,Manu Sporny,,,,,,What is Linked Data?,Short video introduction to Linked Data,,http://www.youtube.com/watch?v=4x_xzT5eF5Q,https://i.ytimg.com/vi/4x_xzT5eF5Q/hqdefault.jpg?sqp=-oaymwEmCOADEOgC8quKqQMa8AEB-AH-BIAC6AKKAgwIABABGGUgZShlMA8=&rs=AOn4CLCvueCMZtGroF8Av7FB6w4qX4gSmA,Video,,,Explainer,,,,,,,,2012-06-17,,,,,,,,,,,,,
JSON-LD,Personal,,https://json-ld.org/learn.html,Manu Sporny,,,,,,What is JSON-LD?,Short video introduction to JSON-LD,,http://www.youtube.com/watch?v=vioCbTo3C-4,https://i.ytimg.com/vi/vioCbTo3C-4/hqdefault.jpg?sqp=-oaymwEmCOADEOgC8quKqQMa8AEB-AH-BIAC6AKKAgwIABABGGUgZShlMA8=&rs=AOn4CLDVYrCk-mGtd6c_FqzZCIb9tyNIIw,Video,,,Explainer,,,,,,,,2012-06-19,,,,,,,,,,,,,
JSON-LD,Personal,,https://json-ld.org/learn.html,Manu Sporny,,,,,,JSON-LD: Core Markup,"An overview of some of the core markup features of JSON-LD including types, aliasing, nesting, and internationalization support",,https://www.youtube.com/watch?v=UmvWk_TQ30A,https://i.ytimg.com/vi/UmvWk_TQ30A/maxresdefault.jpg,Video,,,Explainer,,,,,,,,2015-02-18,,,,,,,,,,,,,
JSON-LD,Personal,,https://json-ld.org/learn.html,Manu Sporny,,,,,,JSON-LD: Compaction and Expansion,An overview of JSON-LD's compaction and expansion features and how you can use them to merge data from multiple sources,,https://www.youtube.com/watch?v=Tm3fD89dqRE,https://i.ytimg.com/vi/Tm3fD89dqRE/maxresdefault.jpg,Video,,,Explainer,,,,,,,,2015-02-18,,,,,,,,,,,,,
JSON-LD,Personal,,https://json-ld.org/learn.html,Manu Sporny,,,,,,Linked Data Signatures,An overview of how digital signatures can be added to Linked Data to provide verifiable statements on the Web,,https://www.youtube.com/watch?v=QdUZaYeQblY,https://i.ytimg.com/vi/QdUZaYeQblY/maxresdefault.jpg,Video,,,Explainer,,,,,,,,2015-02-17,,,,,,,,,,,,,
JSON-LD,Personal,,https://json-ld.org/learn.html,Manu Sporny,,,,,,Credentials on the Web,A quick introduction to verifiable credentials on the Web,,https://www.youtube.com/watch?v=eWtOg3vSzxI,,Video,,,Explainer,,,,,,,,2015-02-17,,,,,,,,,,,,,
JSON-LD,Personal,,https://json-ld.org/learn.html,Markus Lanthaler,,,,,World Wide Web Conference,Creating 3rd Generation Web APIs with JSON-LD and Hydra,"Proceedings of the Proceedings of the 22nd International World Wide Web Conference (WWW2013), pp. 35-37. Rio de Janeiro, Brazil: ACM Press",,http://m.lanthi.com/www2013-paper,,Paper,,,Explainer,,,,,,,,2013-04-01,,,,,,,,,,,,,
JSON-LD,Personal,,https://json-ld.org/learn.html,"Markus Lanthaler, Christian Gütl",,,,,World Wide Web Conference,"Model Your Application Domain, Not Your JSON Structures","Proceedings of the 4th International Workshop on RESTful Design (WS-REST 2013) at WWW2013, pp. 1415-1420. Rio de Janeiro, Brazil: ACM Press",,http://m.lanthi.com/wsrest2013-paper,,Paper,,,Explainer,,,,,,,,2013-04-03,,,,,,,,,,,,,
